Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
29,"$34,043.00",579,Employed,Associate,5,32250,84,Divorced,2,Mortgage,1155,0.4165018317958757,5,1,0.3442444591174364,No,Home,0,20,14,8842.0,2464,157393,7569,2836.9166666666665,0.6905938356533176,3,149824,0.26775,0.2842753018155375,888.2721786554275,0.7202439897736724,0,52.0
37,"$300,000.00",502,Employed,Bachelor,15,25188,36,Married,4,Own,416,0.2466752731697564,6,2,0.6357267522043919,No,Debt Consolidation,0,26,13,2366.0,1865,186561,27334,25000.0,0.5388081275472272,9,159227,0.259188,0.3022057938904764,1072.3156913822568,0.0595326276552902,1,41.6
27,"$56,245.00",490,Self-Employed,Master,5,9981,36,Married,1,Own,337,0.0387918897701309,4,1,0.1444932071951344,No,Education,0,24,23,3338.0,765,71833,64175,4687.083333333333,0.8351772371315226,4,7658,0.2499809999999999,0.234480159998416,388.69623353536934,0.1548289590616843,1,41.6
49,"$150,676.00",623,Self-Employed,Associate,27,11118,84,Married,3,Own,538,0.703619942923732,2,0,0.5584259535175967,No,Education,0,30,21,14509.0,1648,71710,21221,12556.333333333334,0.9233574098537312,5,50489,0.224618,0.2124765748380895,255.3082788124648,0.063179931414091,1,44.8
29,"$140,788.00",532,Employed,Master,10,13514,24,Married,0,Mortgage,461,0.1559131336328701,5,1,0.2723234068432566,No,Education,0,22,21,3884.0,316,75225,16837,11732.333333333334,0.7806382544282285,6,58388,0.222514,0.2222619197162569,702.5918124146252,0.0991782094281863,1,37.6
46,"$29,952.00",583,Unemployed,Master,28,41426,24,Married,3,Rent,459,0.0999481149710669,1,0,0.2887485941840418,No,Auto,0,30,27,6751.0,384,54847,53789,2496.0,0.9416875890231384,2,1058,0.224926,0.213571874963536,2135.976867400626,1.0396541936701225,0,56.0
35,"$59,820.00",465,Self-Employed,High School,10,22924,48,Single,0,Mortgage,336,0.5516877900712349,1,0,0.4471012594832346,No,Debt Consolidation,0,25,24,2536.0,1121,142350,17425,4985.0,0.9525463892419734,7,124925,0.285424,0.3148869880294959,845.3678238837692,0.2369845183317491,0,56.0
38,"$71,265.00",510,Employed,Master,17,34324,36,Married,0,Mortgage,354,0.2410196133384072,1,0,0.1226954767099992,No,Auto,0,27,19,1139.0,809,106201,31346,5938.75,0.8451138457335177,3,74855,0.264324,0.2478122331934894,1360.7478344394,0.2887388481480783,0,48.0
41,"$165,370.00",587,Employed,Bachelor,15,22355,48,Married,3,Mortgage,218,0.0468312819399001,4,1,0.3934441540430014,No,Education,0,23,7,5040.0,3485,90596,8466,13780.833333333334,0.6666636529883786,3,82130,0.223855,0.1970331050604315,676.7420033710977,0.0649265528236873,1,40.0
30,"$117,015.00",553,Employed,High School,5,17122,36,,3,Own,618,0.2587652059446936,3,0,0.5685631482077121,No,Debt Consolidation,0,26,23,1855.0,760,62843,21026,9751.25,0.6356190866598719,2,41817,0.225622,0.1804976,619.4288006387313,0.1268995052571446,1,45.6
42,"$34,126.00",577,Employed,Master,16,16251,12,Married,0,Rent,267,0.4217727895513441,3,1,0.3872180620300268,Yes,Home,0,21,16,8890.0,3592,51389,5343,2843.8333333333335,0.5220554954448011,3,46046,0.192751,0.2244350569606006,1524.4731386967926,0.6299501161683616,0,68.0
58,"$300,000.00",483,Self-Employed,High School,37,33651,36,Married,0,Mortgage,450,0.3247214238853266,4,1,0.1315894582050462,No,Other,0,15,19,806.0,282,63816,15878,25000.0,0.9318655991539926,2,47938,0.277151,0.2694239738776566,1372.7696054388796,0.0729107842175551,1,40.8
30,"$52,842.00",559,Employed,Associate,11,25158,48,Divorced,3,Rent,586,0.1806293241472285,2,0,0.2559232374947234,No,Home,0,20,10,4871.0,1890,102934,56764,4403.5,0.8338273545001186,3,46170,0.240658,0.23287980368782,810.3255396100598,0.3170944793028409,0,51.0
54,"$75,458.00",630,Employed,Associate,34,8756,48,Married,2,Own,416,0.3909608965174886,5,1,0.3153395355480745,No,Auto,0,26,7,3300.0,439,62783,20412,6288.166666666667,0.912305049576371,6,42371,0.188756,0.1685167660782157,251.9833389190927,0.106228631384732,1,41.6
57,"$15,000.00",591,Employed,,35,34942,60,,4,Mortgage,329,0.1156391795454269,6,0,0.2919334041773404,Yes,Debt Consolidation,0,20,4,1363.0,714,365710,83190,1250.0,0.9095022674864344,2,282520,0.244442,0.2595595983692972,1045.269047613418,1.0994152380907345,0,62.0
30,"$80,160.00",545,Employed,Bachelor,12,23618,60,,1,Own,631,0.3179927945929618,3,0,0.1715501656688116,No,Home,0,17,9,5992.0,4238,54998,37477,6680.0,0.8591833275322269,6,17521,0.256118,0.2874058306688364,745.9537768028406,0.2061308049106048,0,50.0
22,"$15,000.00",525,Employed,High School,0,55458,108,Married,2,Rent,572,0.1574496035293207,5,6,0.1093879482162074,No,Debt Consolidation,1,27,29,2585.0,1752,96109,25271,1250.0,0.8044008917047278,2,70838,0.337958,0.388795761289126,1856.1173201228496,1.9424938560982792,0,55.0
43,"$41,145.00",539,Employed,Associate,21,73258,48,Married,0,Own,603,0.3985004370438946,3,3,0.2254529371174561,No,Debt Consolidation,0,23,28,31479.0,1827,33306,6139,3428.75,0.9358434051022678,10,27167,0.2987579999999999,0.2408720341729847,2391.878345705986,0.8734606914199011,0,53.0
33,"$31,764.00",574,Employed,High School,13,11768,36,Married,0,Mortgage,294,0.3344838786852516,4,1,0.2006608235521287,No,Debt Consolidation,1,17,21,,520,26194,81375,2647.0,0.8741280256164018,5,6028,0.209768,0.2105634945414778,443.70073656210457,0.2786931381043085,0,59.0
62,"$70,742.00",561,Employed,High School,42,10825,60,Single,1,Mortgage,460,0.138295941708991,4,0,0.3250921612748343,No,Education,0,23,15,1448.0,1168,57358,8946,5895.166666666667,0.9806381731532606,6,48412,0.235325,0.2386254280546005,310.55015262958926,0.1307087986140492,0,53.0
40,"$57,616.00",643,Employed,Master,18,13437,24,Divorced,0,Mortgage,568,0.0474325986406973,2,1,0.307383059029211,No,Home,1,24,4,3474.0,2114,67740,47003,4801.333333333333,0.8404075510236556,7,20737,0.166937,0.1518139550632689,652.6737361107315,0.254236407132199,0,59.0
30,"$65,286.00",549,Employed,Bachelor,7,30084,48,Divorced,1,Own,292,0.2154932959089991,5,3,0.3313207108456261,No,Home,0,26,9,4533.0,1079,199447,22787,5440.5,0.8721128095636359,2,176660,0.250584,0.2706105655962687,1032.3920852806848,0.2434320531717093,0,51.0
26,"$83,040.00",553,Employed,,5,19663,96,Married,4,Own,358,0.4327317477593219,5,0,0.6373366198370634,No,Debt Consolidation,0,22,7,5991.0,1152,16467,97477,6920.0,0.7431771815664668,6,10144,0.278163,0.2571928020857604,484.72509652911793,0.1217810833134563,0,59.0
53,"$24,864.00",628,Employed,High School,30,21213,96,Married,0,Rent,392,0.0303901539680181,2,0,0.7059375380576861,No,Auto,0,23,21,1310.0,119,43473,14355,2072.0,0.7545574576710324,6,29118,0.242213,0.2434309813546603,503.5662491187238,0.4322230932040173,0,56.0
33,"$31,931.00",577,Employed,Associate,10,18632,24,Widowed,1,Other,728,0.1077993110869185,4,0,0.03874345789676,No,Home,1,25,3,6445.0,1952,16841,11467,2660.9166666666665,0.9634106565852611,10,5374,0.205132,0.193958220258159,942.8003855131404,0.6279040627026302,0,59.0
40,"$25,290.00",440,Employed,High School,17,14436,60,Single,0,Mortgage,451,0.2850379966247331,4,1,0.2590826025861684,No,Home,0,24,11,827.0,962,277590,16365,2107.5,0.7514685477618406,5,261225,0.299436,0.2952279313753168,462.8310594381437,0.4336090436242675,0,48.0
51,"$30,719.00",647,Employed,Bachelor,30,32411,72,Married,2,Mortgage,877,0.2207858931246321,2,0,0.2830949464432729,No,Auto,0,33,26,3177.0,586,131907,18936,2559.9166666666665,0.5867409542769099,3,112971,0.223911,0.2565650946061534,886.1628275252,0.6887579000065889,0,46.0
34,"$133,021.00",586,Employed,High School,14,29203,96,Single,0,Rent,698,0.2087841511944689,3,1,0.337968897211292,No,Debt Consolidation,0,31,17,2886.0,11315,135080,13270,11085.083333333334,0.7388888829965761,5,121810,0.271203,0.2581623533078709,721.7955079235865,0.1280816269241927,1,38.400000000000006
39,"$22,192.00",468,Employed,Associate,13,7034,60,Married,3,Mortgage,1166,0.3405317604847296,1,1,0.2489090187763813,No,Auto,0,28,29,3048.0,263,30367,20774,1849.3333333333333,0.7653193885634578,6,9593,0.278034,0.2627157966090707,211.7336615825025,0.7449893627879429,0,54.0
39,"$32,501.00",525,Self-Employed,Bachelor,15,23110,60,Married,0,Mortgage,400,0.1886283282327618,5,0,0.2056211538543964,No,Other,0,24,22,533.0,2723,16562,7463,2708.4166666666665,0.9830903511601068,5,9099,0.26561,0.3098163719171676,761.6811171888786,0.4289152151092749,0,55.0
48,"$220,054.00",576,Employed,Doctorate,23,30166,12,Divorced,0,Mortgage,209,0.3798732730070406,5,0,0.4004738179577172,Yes,Other,0,31,4,7914.0,1198,163006,43841,18337.833333333332,0.731384724456688,5,119165,0.207166,0.2047903003509214,2801.3330862427943,0.164159692779561,1,52.0
47,"$39,357.00",567,Employed,High School,25,15923,24,Divorced,2,Mortgage,505,0.1055818574435391,5,1,0.3104056603676807,No,Education,0,32,13,3716.0,818,30880,17495,3279.75,0.8788510482671751,8,13385,0.2074229999999999,0.2038843749426028,813.4385917642554,0.4019936250519872,0,54.0
37,"$39,569.00",516,Employed,High School,15,32125,24,Single,5,Mortgage,323,0.3360081876139481,3,3,0.0862787878056505,No,Debt Consolidation,0,29,18,16125.0,2217,18342,64343,3297.4166666666665,0.7943718183306588,6,6558,0.249125,0.2649797600884376,1738.799295365418,0.6252771498997957,0,51.0
40,"$83,918.00",642,Employed,Doctorate,17,13485,48,Married,1,Own,202,0.2318814748799191,5,0,0.349361708765227,No,Auto,0,24,17,4549.0,506,39437,17799,6993.166666666667,0.7857810951834355,7,21638,0.187485,0.1786506747747754,395.1717010571692,0.0853936034305635,1,40.0
35,"$21,332.00",584,Unemployed,Associate,16,18733,84,Married,1,Rent,307,0.1136310418106101,3,1,0.2082227171823379,Yes,Home,0,22,23,3523.0,1745,92909,81668,1777.6666666666667,0.7609009380759763,4,11241,0.251733,0.248167370155828,471.97008828745504,0.438198062040571,0,68.0
22,"$23,813.00",577,Employed,Bachelor,2,44225,36,Married,4,Other,384,0.3938776086316002,0,0,0.1104936469427029,No,Debt Consolidation,1,26,14,1198.0,2014,116422,44508,1984.4166666666667,0.8611948599809254,7,71914,0.240725,0.2888699999999999,1850.5627459246095,1.1260552198839002,0,56.0
43,"$32,682.00",555,Employed,Bachelor,22,27505,48,Divorced,1,Own,1230,0.5546365247910495,3,0,0.3623457002316118,No,Auto,0,35,22,2505.0,2419,14614,13233,2723.5,0.8381074600350797,7,1381,0.245005,0.2319053007344429,884.4494162135844,0.7763721006842608,0,56.0
62,"$109,823.00",617,Employed,Associate,40,14862,60,Married,1,Rent,1102,0.1659342033290089,3,0,0.4230004763735705,No,Other,0,25,4,864.0,268,44172,6684,9151.916666666666,0.7771880643242381,5,37488,0.211362,0.1881914257381009,384.0509924904657,0.1623759313612411,1,43.2
29,"$56,973.00",565,Employed,High School,8,12430,72,Married,1,Rent,302,0.1790795777050223,4,1,0.4268721269231164,No,Home,0,24,19,4549.0,403,34353,17212,4747.75,0.7948190534548089,6,17141,0.2449299999999999,0.2316038851052451,320.93624285145694,0.1312066226847363,0,55.0
30,"$23,945.00",549,Employed,High School,7,28454,72,Married,2,Own,433,0.4254690116208233,4,2,0.0851548947767699,No,Home,1,28,29,3050.0,373,249155,37176,1995.4166666666667,0.985507823976301,5,211979,0.268954,0.2628407451738686,789.0418357954067,0.6124243904591723,0,55.0
29,"$39,239.00",595,Employed,Bachelor,6,78496,24,Divorced,0,Rent,315,0.1136546038374582,5,1,0.3656069749975815,No,Home,0,22,10,1520.0,843,111013,26135,3269.9166666666665,0.8015854096538295,3,84878,0.255996,0.2573249024272337,4218.354669870834,1.386382324688448,0,52.0
48,"$98,894.00",658,Employed,Master,23,16245,108,Married,1,Rent,364,0.4974022527634427,4,0,0.268788527068269,No,Other,1,23,7,2339.0,667,134582,8871,8241.166666666666,0.8417102190893994,5,125711,0.232245,0.202195407344082,327.63058224926726,0.0839238678483144,1,39.2
45,"$15,000.00",609,Employed,Bachelor,18,61174,60,Single,0,Own,262,0.3740636188274681,1,1,0.366316430588842,No,Debt Consolidation,0,19,26,1697.0,3523,19055,9624,1250.0,0.6071506159882614,2,9431,0.261674,0.2688072841513164,1863.609648666988,1.70048771893359,0,53.0
38,"$52,728.00",578,Employed,Associate,18,19159,96,Married,0,Rent,451,0.4532208471782578,3,1,0.4239687341103783,No,Home,0,34,14,2763.0,585,119101,13324,4394.0,0.8761653651300462,3,105777,0.265159,0.3181908,552.8404631591603,0.2284570922073646,0,53.0
28,"$63,538.00",525,Employed,High School,5,9066,24,Married,4,Rent,556,0.0892507255789474,4,2,0.4357324249618843,No,Education,1,32,28,940.0,427,30999,9506,5294.833333333333,0.9183280605039604,7,21493,0.2215659999999999,0.2023698880913684,462.4716255326904,0.1923519705749675,1,48.8
41,"$29,978.00",640,Employed,Associate,18,16285,24,Divorced,0,Own,363,0.1511259974795964,3,3,0.1683725639866046,No,Home,0,25,7,832.0,2133,197058,11013,2498.1666666666665,0.6992172354264122,6,186045,0.171285,0.1703515018035107,805.4423439861188,0.4677199322114026,0,45.0
21,"$74,309.00",621,Self-Employed,Master,0,18741,96,Married,1,Mortgage,548,0.0670462838755719,3,3,0.1781666881548024,No,Home,0,21,20,9228.0,1621,99592,13192,6192.416666666667,0.9473705259386548,4,86400,0.243241,0.2197248661733364,416.04027318202793,0.1556807826533035,1,37.6
41,"$58,832.00",481,Self-Employed,,21,18504,48,Married,2,Other,255,0.339211944733146,5,0,0.4466185959254505,No,Other,0,24,13,7231.0,691,78471,11103,4902.666666666667,0.4663429640139979,4,67368,0.2730039999999999,0.3183683392332429,686.1677467199565,0.1919705765678453,0,57.0
50,"$178,337.00",626,Employed,Associate,29,11833,60,Married,1,Own,330,0.2686634534033743,3,0,0.4679172223593822,Yes,Other,0,15,7,6750.0,368,80261,10411,14861.416666666666,0.8232818599929524,4,69850,0.203833,0.1907383107636658,307.43545425943626,0.0428919711059019,1,49.6
24,"$33,382.00",455,Employed,Associate,1,59091,60,Married,2,Rent,375,0.1631664923407095,5,0,0.1689538027144531,No,Debt Consolidation,0,17,21,2473.0,2142,150861,19698,2781.8333333333335,0.9160381355230468,5,131163,0.336591,0.3086757271319699,1943.403298619004,0.8334084112224567,0,46.0
21,"$62,510.00",466,Employed,Bachelor,0,20784,36,Married,2,Mortgage,567,0.1764574558103909,3,2,0.3587951751211864,No,Debt Consolidation,0,19,9,1772.0,824,166014,73036,5209.166666666667,0.7162863277372612,7,92978,0.272784,0.2872804003165552,867.8963634455986,0.2754560288169442,0,52.0
58,"$24,577.00",617,Employed,Associate,35,14856,12,Single,3,Rent,525,0.2291713738884546,2,1,0.4975283963569009,No,Debt Consolidation,0,18,9,1074.0,2448,55525,69733,2048.0833333333335,0.8036942399178967,5,9585,0.171356,0.1711103922207676,1355.7207667397795,0.9182833218406375,0,56.0
32,"$53,414.00",587,Employed,Bachelor,10,59363,120,Married,0,Mortgage,617,0.2024168288063346,5,2,0.4008077957555072,No,Home,0,24,8,288.0,2826,68207,31643,4451.166666666667,0.9294213493437186,7,36564,0.320863,0.3609585277668553,1838.0955505198883,0.551562260947292,0,57.0
53,"$80,178.00",525,Self-Employed,Associate,30,31337,108,Married,0,Mortgage,341,0.2256581774522147,5,0,0.3490710451157508,No,Education,0,33,3,4777.0,967,68005,10261,6681.5,0.92428353696765,6,57744,0.313837,0.2963409847223387,833.6802418987113,0.1758108571276975,0,57.0
38,"$35,962.00",561,Employed,High School,17,27000,84,Single,0,Own,905,0.393179390045883,4,0,0.1062878572469072,No,Home,0,33,13,2111.0,112,32677,131325,2996.8333333333335,0.6510445552622054,4,3856,0.2714999999999999,0.2566242917677933,694.8911886787628,0.5338605823965618,0,51.0
38,"$95,552.00",567,Employed,High School,15,9513,36,Married,4,Other,186,0.1000515849469225,2,0,0.1431306847380147,No,Auto,0,27,28,5396.0,483,17341,7359,7962.666666666667,0.9085345081386678,6,9982,0.2110129999999999,0.1895887869526413,348.51096724712625,0.0671271308498567,1,38.400000000000006
45,"$87,584.00",537,Employed,High School,24,11577,24,Divorced,4,Mortgage,586,0.3374272092550803,2,3,0.2092823974543968,No,Home,0,27,11,1543.0,8157,81481,160417,7298.666666666667,0.9381555623979624,4,2993,0.218077,0.2341342673711307,608.7046124466584,0.1636880634517708,1,40.8
29,"$44,608.00",603,Employed,High School,6,27562,60,Single,3,Own,570,0.3251030064513678,3,0,0.5748186041569789,No,Education,0,27,6,2308.0,168,48275,2657,3717.3333333333335,0.7148490140180624,6,45618,0.231062,0.2218674090482114,764.1617275342641,0.358902903748457,0,58.0
41,"$39,183.00",592,Employed,High School,16,35651,36,Single,0,Mortgage,1098,0.2337573504944902,7,2,0.5922663458573307,No,Other,0,19,3,857.0,701,4440,7533,3265.25,0.9096319006164956,4,8677,0.224651,0.2148787834464599,1352.100776664278,0.750356259601647,0,62.0
35,"$15,000.00",569,Employed,High School,12,35250,48,Single,2,Mortgage,389,0.0114645976146095,5,1,0.1816689116561793,No,Education,0,26,9,2348.0,3143,97523,6721,1250.0,0.7880013150246803,6,90802,0.24575,0.2320894685789965,1133.8535789864432,1.2182828631891545,0,50.0
24,"$27,577.00",526,Employed,,1,54792,48,Single,0,Mortgage,731,0.1670248326757592,3,0,0.2731819463150932,No,Auto,0,24,21,4580.0,3227,17851,17239,2298.0833333333335,0.8939752680353387,4,2638,0.286792,0.2724015602454263,1885.8714487594568,1.13871912771924,0,53.0
44,"$73,475.00",578,Employed,High School,20,10656,36,Divorced,0,Mortgage,829,0.1158123813469163,4,2,0.2560023974397974,No,Debt Consolidation,0,18,1,8226.0,108,95706,22521,6122.916666666667,0.8996369876287491,8,73185,0.206656,0.1914981796985079,391.4141856836565,0.1993190912310837,1,42.400000000000006
36,"$38,045.00",555,Employed,Associate,16,11627,72,Single,1,Rent,506,0.3168249571069447,3,1,0.3280860409399682,No,Education,0,26,29,789.0,3158,414645,10210,3170.4166666666665,0.7904488802881524,6,404435,0.249127,0.2407503856261062,306.6319150457417,0.2563170713772874,1,39.2
38,"$47,955.00",569,Employed,,12,27940,60,Married,2,Other,250,0.1608245012829375,2,2,0.704688984713183,No,Auto,0,30,10,3243.0,145,108826,27912,3996.25,0.9478631109410656,5,80914,0.24844,0.2640698961956912,843.2818779878776,0.2735769478856121,0,56.0
25,"$39,026.00",521,Unemployed,Master,5,25123,36,Divorced,3,Mortgage,440,0.2029271803924688,5,2,0.1456714949161048,No,Home,0,17,17,2564.0,335,280114,53058,3252.1666666666665,0.9491484398881388,2,227056,0.249623,0.2342333352222102,978.0562311224172,0.4360343046550762,0,50.0
59,"$25,268.00",574,Employed,Associate,35,24535,12,Married,1,Mortgage,246,0.2007264708188774,4,0,0.3194631520833633,No,Debt Consolidation,1,23,7,9623.0,482,79063,25763,2105.6666666666665,0.7486210650073133,10,53300,0.202535,0.1948188132077744,2266.7080574783695,1.193307610010307,0,61.0
50,"$83,490.00",623,Employed,High School,26,8375,24,Divorced,2,Other,653,0.3726645837819395,2,0,0.1063138813315783,No,Auto,0,23,3,2084.0,2198,29104,118132,6957.5,0.5075608120525343,6,2690,0.171875,0.175465955385151,416.2819070840156,0.1536876618158843,1,39.2
51,"$24,317.00",495,Employed,Associate,30,36702,36,,3,Other,608,0.5332217407715335,4,3,0.1160739059632961,No,Debt Consolidation,0,22,29,5013.0,3197,36273,9425,2026.4166666666667,0.8443535186799045,3,26848,0.2742019999999999,0.2576376756105377,1474.1316468900363,1.0274943357601858,0,53.0
36,"$45,811.00",567,Employed,Master,11,29892,36,Single,0,Rent,160,0.3560163234970641,3,0,0.3959049581678495,No,Auto,0,21,19,1521.0,974,47622,54549,3817.5833333333335,0.8732498674264471,5,10020,0.231392,0.244508895866817,1179.836790548488,0.3509646479356891,0,55.0
19,"$49,636.00",441,Employed,,0,33608,72,Widowed,5,Rent,359,0.4057458168846451,3,0,0.1455374252294868,No,Home,1,21,1,4538.0,2223,102254,13982,4136.333333333333,0.9106100414983698,5,88272,0.328108,0.347317600455573,1115.736171325354,0.3565322357946702,0,60.0
63,"$39,108.00",633,Employed,High School,37,24623,96,Married,0,Own,269,0.344427073173044,3,3,0.4009142993503578,No,Home,0,22,16,1463.0,2606,89634,21765,3259.0,0.6469895052577975,8,67869,0.243123,0.2308880574959768,564.3289726372012,0.2557008200789203,0,52.0
39,"$145,168.00",594,Self-Employed,Master,16,17936,12,Single,0,Own,451,0.0334780061881306,4,0,0.5598179768569836,No,Home,0,19,6,5406.0,1049,119173,10890,12097.333333333334,0.6521989330196744,6,108283,0.185936,0.1868724812303663,1650.2443839985613,0.1736948405156972,1,44.8
31,"$153,227.00",607,Employed,High School,9,13032,60,Married,0,Own,793,0.5695821982118516,6,2,0.5225543584024658,No,Home,0,34,1,17875.0,1624,41818,31416,12768.916666666666,0.7267324014973545,6,10402,0.214532,0.1959508282450345,342.338728102944,0.0889142562161716,1,46.400000000000006
45,"$43,616.00",660,Employed,Doctorate,24,30028,48,Single,0,Other,587,0.6477350394392203,2,0,0.3561170083853186,No,Home,0,28,29,23962.0,282,320648,30214,3634.6666666666665,0.9547997703761328,5,290434,0.195028,0.2061795910831431,923.6786290295116,0.4156305839222795,0,45.0
54,"$43,169.00",659,Self-Employed,Master,35,12122,12,Married,3,Own,386,0.1123287334732453,3,2,0.2598989780708421,No,Debt Consolidation,0,22,26,2607.0,570,43302,36197,3597.4166666666665,0.7764336457180847,3,7105,0.147622,0.1457677542823426,1091.6918786311187,0.410764728012542,1,39.2
39,"$37,010.00",637,Employed,,17,26815,84,Married,3,Mortgage,160,0.2391882927249916,6,0,0.07056118575307,No,Debt Consolidation,0,19,2,4623.0,1229,36465,24634,3084.1666666666665,0.778486422132141,8,11831,0.233315,0.258300136209394,693.026486047915,0.2765824866948116,0,52.0
55,"$103,221.00",611,Unemployed,Bachelor,33,6004,48,Widowed,1,Own,770,0.2359413800068755,0,1,0.521863939441632,No,Debt Consolidation,0,22,16,6339.0,2087,131508,532814,8601.75,0.7738287924748042,4,3901,0.195504,0.2041591550853894,184.03700705129953,0.1109119664081494,1,45.6
52,"$63,264.00",608,Employed,High School,29,29158,72,Married,5,Mortgage,298,0.2735653823418231,6,0,0.3497702176614192,No,Debt Consolidation,0,22,20,2754.0,7726,102685,37980,5272.0,0.7250984414884666,6,64705,0.2401579999999999,0.2201511601137983,732.8892647393292,0.1955404523405404,0,49.0
27,"$73,885.00",622,Employed,Bachelor,7,21607,24,,2,Rent,492,0.246644281226499,2,0,0.3712366410309453,No,Home,0,26,27,692.0,476,154445,6989,6157.083333333333,0.7409863962965015,4,147456,0.185607,0.1916149789849146,1090.875115937258,0.2570819705115665,1,37.6
31,"$84,708.00",547,Self-Employed,Associate,9,72534,48,Single,4,Mortgage,279,0.4374005228294291,2,1,0.3985574402946913,No,Home,1,23,9,2287.0,2243,17001,1980,7059.0,0.2765661479404699,10,15021,0.2940339999999999,0.3094577873717567,2651.7087352304557,0.4151733581570273,0,64.0
51,"$32,655.00",617,Employed,Associate,27,49598,60,Married,1,Other,655,0.3647145369718513,3,1,0.519958156385139,No,Home,0,20,22,3952.0,1440,266622,11839,2721.25,0.6833727033816257,8,254783,0.246098,0.2384242665959339,1422.3008679691989,0.7633627443157368,0,50.0
18,"$50,004.00",536,Employed,High School,0,34902,120,Widowed,1,Rent,402,0.2181463217870535,5,2,0.2196787757955264,No,Debt Consolidation,1,17,17,3004.0,474,109346,30920,4167.0,0.8270088728461789,3,78426,0.321902,0.3673467280882946,1097.8803197892428,0.3599424813509101,0,56.0
38,"$47,184.00",571,Employed,High School,19,12562,48,Married,0,Own,173,0.2677127241235534,2,0,0.1218923603828156,No,Home,0,20,4,1453.0,725,38916,7968,3932.0,0.8395718884623395,2,30948,0.222062,0.2216375100595933,396.8969500656117,0.1449381866901352,0,54.0
22,"$65,991.00",593,Employed,Bachelor,0,14991,24,Widowed,2,Mortgage,345,0.4878162121800139,1,1,0.0983411665209422,No,Home,0,25,13,692.0,3809,19927,4120,5499.25,0.7031276581811521,4,15807,0.193491,0.1802634420051884,748.6030459591562,0.1988640352701106,1,40.8
34,"$82,233.00",506,Employed,Associate,12,62184,84,,5,Mortgage,379,0.3126011800036369,5,1,0.0848503777045352,No,Other,0,30,11,11236.0,2716,66923,27444,6852.75,0.8522633752052569,5,39479,0.334184,0.2975442990551452,1767.7686413623874,0.3132711161741472,0,49.0
36,"$32,917.00",477,Employed,Associate,14,46349,48,Single,2,Rent,608,0.1154076949172164,3,1,0.1506960098627917,No,Auto,0,26,11,4389.0,2689,180838,20350,2743.0833333333335,0.7875918374442413,4,160488,0.302849,0.2998699504810981,1668.4912472154526,0.8299023290878705,0,46.0
35,"$28,965.00",566,Employed,Associate,17,20207,96,Married,5,Rent,627,0.1596972356854915,4,1,0.3633211175328781,No,Home,0,21,26,3976.0,3347,294059,3255,2413.75,0.8225385900111158,4,290804,0.272207,0.2453459743439897,482.2356761513613,0.459548700632361,0,49.0
33,"$29,383.00",626,Employed,Bachelor,8,18045,60,Single,3,Rent,345,0.2094500647578756,5,1,0.7112357042651151,No,Other,0,27,1,3568.0,5460,80238,27103,2448.5833333333335,0.8808934428286952,6,53135,0.210045,0.1865247067753235,464.65337991868194,0.3306619664099711,0,59.0
26,"$117,974.00",492,Employed,Associate,3,23991,60,Single,0,Mortgage,364,0.3478471271170009,5,1,0.2034497655521029,No,Auto,0,17,29,610.0,706,38938,36844,9831.166666666666,0.9796397058179164,3,2094,0.282991,0.3242889821304666,812.3600890287296,0.1196562044886564,1,40.8
67,"$61,697.00",640,Employed,Bachelor,48,41811,84,Widowed,2,Mortgage,287,0.3955560646471729,1,2,0.5236225174346665,No,Debt Consolidation,0,22,20,1110.0,377,236759,8467,5141.416666666667,0.7416139878233052,5,228292,0.246811,0.2692878417008538,1110.405641443696,0.2717938910696525,0,51.0
62,"$25,282.00",600,Employed,Bachelor,39,5161,72,Married,3,Mortgage,636,0.0506938932964031,3,0,0.0795723367570395,No,Home,0,36,23,6032.0,366,137493,23332,2106.8333333333335,0.9887835709176064,4,114161,0.220161,0.2464412736322279,137.89789163552405,0.3673275334082069,0,44.0
26,"$111,421.00",551,Employed,Master,3,32803,36,Single,1,Own,321,0.249433255965834,4,2,0.0453150786000237,No,Debt Consolidation,0,24,14,4144.0,1540,30743,5994,9285.083333333334,0.983151584092704,6,24749,0.242303,0.2620320341887129,1325.2065950652964,0.1772958341855086,0,49.0
58,"$19,590.00",638,Employed,Bachelor,33,36945,36,Single,3,Rent,342,0.7349511148745216,3,1,0.410818139890624,Yes,Auto,0,23,14,408.0,3233,129469,43889,1632.5,0.9503472654291796,3,85580,0.202945,0.1891011200012814,1352.578204864371,1.0380264654605642,0,67.0
